,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_loss/avg,value,2.7279179096221924,2.1378226280212402,1.9312682151794434,1.8131308555603027,1.6731975078582764,1.6095227003097534,1.5012739896774292,1.4323331117630005,1.3938853740692139,1.29506516456604,1.2725908756256104,1.2198002338409424,1.1486557722091675,1.0851211547851562,1.0919132232666016,0.9879130125045776,0.9591324925422668,0.8595805764198303,0.8515225052833557,0.8401007056236267,0.783397912979126,0.7477555274963379,0.7224583625793457,0.6878716945648193,0.651624858379364,0.6080005168914795,0.5759374499320984,0.5516172647476196,0.5454440116882324
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_loss/avg,wall_time,1633767437.622715,1633767472.0174391,1633767506.6013699,1633767541.0451112,1633767575.2788935,1633767609.3778489,1633767643.0076046,1633767676.8811064,1633767711.0944543,1633767744.8408837,1633767779.3531077,1633767813.6632636,1633767847.991764,1633767881.747949,1633767915.3971999,1633767949.1277723,1633767982.7838714,1633768016.6333494,1633768051.133135,1633768085.6138732,1633768119.465065,1633768153.1408873,1633768186.9613278,1633768220.5473843,1633768255.1178093,1633768288.9351375,1633768322.7727349,1633768356.327418,1633768390.9731212
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_accuracy/avg,value,0.6675291657447815,0.7212048768997192,0.7440286874771118,0.756667971611023,0.7703025341033936,0.7759089469909668,0.7855294346809387,0.7966095805168152,0.7992303371429443,0.8084859251976013,0.809348464012146,0.815518856048584,0.8184713125228882,0.8287553191184998,0.8272956609725952,0.8368829488754272,0.8406316637992859,0.8518444895744324,0.8498208522796631,0.8548633456230164,0.8578490018844604,0.8653795123100281,0.8663747310638428,0.8735403418540955,0.8790804147720337,0.8846204876899719,0.8890990018844604,0.8936106562614441,0.8949708342552185
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_accuracy/avg,wall_time,1633767437.622836,1633767472.0175476,1633767506.6015072,1633767541.0452313,1633767575.27904,1633767609.377947,1633767643.0077436,1633767676.8812,1633767711.094587,1633767744.8409948,1633767779.3532114,1633767813.6633968,1633767847.9918885,1633767881.7480886,1633767915.397331,1633767949.1278965,1633767982.7840147,1633768016.6334429,1633768051.1332548,1633768085.6139774,1633768119.4651737,1633768153.1409767,1633768186.961452,1633768220.5475042,1633768255.117909,1633768288.935237,1633768322.772848,1633768356.3275392,1633768390.9732387
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_loss/cat1,value,133.31507873535156,99.32463836669922,88.0528564453125,82.47994232177734,71.3307113647461,69.36862182617188,62.102378845214844,59.220306396484375,58.241886138916016,52.41839599609375,49.786983489990234,47.420806884765625,45.14744186401367,42.05147933959961,42.03021240234375,37.53004837036133,35.7903938293457,29.695436477661133,31.059728622436523,30.563949584960938,26.893430709838867,27.838478088378906,24.929689407348633,24.28634262084961,22.96174430847168,20.36724853515625,18.066308975219727,18.83490562438965,18.463102340698242
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_loss/cat1,wall_time,1633767437.6232405,1633767472.017755,1633767506.6018136,1633767541.045513,1633767575.279324,1633767609.3782663,1633767643.0080225,1633767676.8815188,1633767711.0948517,1633767744.8412926,1633767779.3535063,1633767813.66369,1633767847.9921548,1633767881.748421,1633767915.3976357,1633767949.1282325,1633767982.784262,1633768016.6337235,1633768051.1335819,1633768085.614313,1633768119.4654717,1633768153.1412687,1633768186.9617531,1633768220.547799,1633768255.1185822,1633768288.935536,1633768322.7731469,1633768356.327829,1633768390.973505
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_accuracy/cat1,value,0.5609076619148254,0.65625,0.681329607963562,0.6972531676292419,0.7179538011550903,0.7215366363525391,0.7332802414894104,0.7593550682067871,0.7496019005775452,0.7671178579330444,0.7800557613372803,0.7844347357749939,0.787420392036438,0.7973726391792297,0.7963773608207703,0.8079219460487366,0.8138933181762695,0.8326035141944885,0.831011176109314,0.8343949317932129,0.8451433181762695,0.850119411945343,0.8469347357749939,0.8552945852279663,0.8610668778419495,0.8755971193313599,0.8805732727050781,0.8789808750152588,0.8861464858055115
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_accuracy/cat1,wall_time,1633767437.6233132,1633767472.0177903,1633767506.6018703,1633767541.0455644,1633767575.279375,1633767609.378325,1633767643.0080726,1633767676.881569,1633767711.0949004,1633767744.8413339,1633767779.3535578,1633767813.6637373,1633767847.9922054,1633767881.7484756,1633767915.3976874,1633767949.1283023,1633767982.784328,1633768016.6337643,1633768051.1336298,1633768085.6143684,1633768119.4655142,1633768153.1413262,1633768186.961799,1633768220.5478475,1633768255.1186373,1633768288.9355874,1633768322.7731905,1633768356.3278823,1633768390.9735565
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_loss/cat2,value,47.51292419433594,30.413223266601562,25.474145889282227,22.361953735351562,20.255996704101562,19.31353759765625,16.929101943969727,15.977070808410645,16.076251983642578,14.826282501220703,14.934836387634277,13.813583374023438,13.447513580322266,12.71359634399414,13.660155296325684,11.98043155670166,11.863388061523438,11.0438871383667,10.591262817382812,10.313480377197266,9.095152854919434,8.823171615600586,8.95307731628418,8.467659950256348,7.226614475250244,7.1165032386779785,7.338353157043457,7.241454124450684,7.452234268188477
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_loss/cat2,wall_time,1633767437.6234386,1633767472.0181046,1633767506.602005,1633767541.0457733,1633767575.2794762,1633767609.37847,1633767643.008182,1633767676.8817039,1633767711.0951142,1633767744.8414478,1633767779.3536925,1633767813.6638594,1633767847.9923258,1633767881.7485814,1633767915.3978183,1633767949.1284447,1633767982.7844403,1633768016.6338804,1633768051.133733,1633768085.614495,1633768119.4656284,1633768153.1414428,1633768186.961914,1633768220.5480118,1633768255.1187458,1633768288.9357078,1633768322.7733095,1633768356.3280075,1633768390.9736822
events.out.tfevents.1633767406.singapore-lab033009197005.na63.73422.0,train_accuracy/cat2,value,0.7115843892097473,0.8316082954406738,0.8654458522796631,0.8771895170211792,0.8887341022491455,0.8941082954406738,0.9050557613372803,0.902667224407196,0.9076433181762695,0.9130175113677979,0.9120222926139832,0.9150079488754272,0.9138137102127075,0.9279458522796631,0.918789803981781,0.9289410710334778,0.9295381903648376,0.9371019005775452,0.9357085824012756,0.9341162443161011,0.9378980994224548,0.943869411945343,0.9404856562614441,0.9478503465652466,0.9548168778419495,0.9546178579330444,0.9556130766868591,0.9526273608207703,0.9514331221580505
